ContractingOfficeCode	fiscal_year	obligatedamount_1year	numberofactions_1year	NumberOfTransactions_1year	NumberOfContracts_1year	numberofactions_7year	obligatedamount_7year	PBSCobligated_7year
19NL80	2018	3205138.6430	185	198	155	NULL	NULL	NULL
30803	2002	1500000.0000	24	30	19	NULL	NULL	NULL
W912PQ	2006	30948562.0000	868	880	818	NULL	NULL	NULL
11501	2006	714032.4299	185	197	161	NULL	NULL	NULL
2JA112	1992	4649936.0000	NULL	62	56	NULL	NULL	NULL
NMAAHC	2010	129031.4287	13	13	13	NULL	NULL	NULL
GU71 	1999	64533434.0000	26	26	4	NULL	NULL	NULL
1265RA	2018	132897.0391	10	13	13	NULL	NULL	NULL
000CM	2002	46775611.0528	101	117	64	NULL	NULL	NULL
75N920	2018	306239770.8804	2304	2364	2037	NULL	NULL	NULL
W911QY	2012	1550540407.6788	4261	4742	2824	NULL	NULL	NULL
RB03	2000	154011546.0000	472	472	238	NULL	NULL	NULL
AC522	1996	81051242.0000	19	19	10	NULL	NULL	NULL
FA9301	2006	79957797.0000	1396	1403	1239	NULL	NULL	NULL
RA14A	2003	71425355.0000	562	567	507	NULL	NULL	NULL
00029	2013	2697638.1287	546	546	471	NULL	NULL	NULL
243625	2018	43207.7891	1	1	1	NULL	NULL	NULL
AO500	2015	3287803.3699	305	334	294	NULL	NULL	NULL
GC20	2003	300798495.0000	1816	1837	1263	NULL	NULL	NULL
HQ0034	2005	0.0000	0	1	1	NULL	NULL	NULL
GU70 	1997	79341934.0000	37	37	15	NULL	NULL	NULL
45ZE	2014	526733.3200	67	67	66	NULL	NULL	NULL
N62786	2014	251602178.0000	614	614	111	NULL	NULL	NULL
10202	2009	11914471.7093	342	344	338	NULL	NULL	NULL
HT9402	2011	1597152369.2846	636	784	76	NULL	NULL	NULL
N00948	2011	175315.4814	16	16	16	NULL	NULL	NULL
19AU90	2018	4249888.2643	348	458	346	NULL	NULL	NULL
W91QEY	2009	15408537.0386	496	519	364	NULL	NULL	NULL
PV000	2015	45986382.9631	248	318	164	NULL	NULL	NULL
GV68	2000	335183212.0000	191	191	40	NULL	NULL	NULL
MIAFL	2015	1831654.1300	99	97	97	NULL	NULL	NULL
AH000	2007	0.0000	0	238	62	NULL	NULL	NULL
00032	2004	7552534.3112	111	111	69	NULL	NULL	NULL
NJ20E	2004	8815632.0000	97	97	93	NULL	NULL	NULL
BW10A	1996	5594152.0000	12	12	5	NULL	NULL	NULL
2SH505	1991	924000.0000	NULL	8	7	NULL	NULL	NULL
CD000	2013	229524364.5512	296	356	245	NULL	NULL	NULL
W91QF0	2017	14731339.4635	403	418	308	NULL	NULL	NULL
W912NR	2006	5044162.0000	368	371	321	NULL	NULL	NULL
XA000	2001	3668000.0000	93	93	57	NULL	NULL	NULL
FA2550	2016	132014064.7172	777	683	372	NULL	NULL	NULL
SPMLW1	2010	0.0000	0	8	8	NULL	NULL	NULL
W91249	2015	137754189.7959	1148	1180	894	NULL	NULL	NULL
FA8530	2007	63307905.0000	12	12	9	NULL	NULL	NULL
AC528	1999	934130.0000	3	3	2	NULL	NULL	NULL
UD000	2011	7204198.2275	185	190	126	NULL	NULL	NULL
NBCH	2004	0.0000	0	1	1	NULL	NULL	NULL
N61340	2017	1133919814.3380	1193	1355	623	NULL	NULL	NULL
00004	2013	101895.4291	8	7	5	NULL	NULL	NULL
00654	2013	5690867.8665	379	379	379	NULL	NULL	NULL
ACBBD	2007	622759.0000	3	3	2	NULL	NULL	NULL
FA8601	2012	220980527.4797	7062	2375	1516	NULL	NULL	NULL
00071	2005	81936863.3450	277	358	267	NULL	NULL	NULL
05G0	2010	150845.3499	16	16	16	NULL	NULL	NULL
FA7115	2015	0.0000	NULL	2	2	NULL	NULL	NULL
LEAA5	2002	87151541.5547	403	415	326	NULL	NULL	NULL
11402	2004	334339.0000	2	2	1	NULL	NULL	NULL
AK334	2014	4038126.8095	492	504	381	NULL	NULL	NULL
A8551	2000	50996359.0000	173	173	38	NULL	NULL	NULL
H94002	2006	6403494766.8125	626	628	91	NULL	NULL	NULL
PL000	2006	34703388.8453	176	182	115	NULL	NULL	NULL
EX000	2001	247120830.6094	482	488	176	NULL	NULL	NULL
V57092	2010	125399.7813	5	5	5	NULL	NULL	NULL
00276	2014	513782595.8938	2558	2477	1756	NULL	NULL	NULL
W912KC	2017	44822121.2949	958	1003	787	NULL	NULL	NULL
WE400	1996	4521493.0000	72	72	53	NULL	NULL	NULL
8C30	2008	2931548.7997	31	31	25	NULL	NULL	NULL
SPM418	2007	13706.0000	4	4	3	NULL	NULL	NULL
1HA18 	1992	4848000.0000	NULL	31	26	NULL	NULL	NULL
2C2467	1990	38131000.0000	NULL	167	150	NULL	NULL	NULL
N68728	2012	3056098.0000	2	2	2	NULL	NULL	NULL
FA8651	2006	103760746.0000	322	333	255	NULL	NULL	NULL
SA7065	2006	60833.0000	3	3	3	NULL	NULL	NULL
1681	2015	444571.8500	74	74	59	NULL	NULL	NULL
NY000	2002	1629000.0000	14	15	14	NULL	NULL	NULL
A8453	1995	1586340.0000	1	1	1	NULL	NULL	NULL
47QSHD	2018	570378.0782	6	6	4	NULL	NULL	NULL
BM000	2015	387662573.9398	865	871	402	NULL	NULL	NULL
3A94	2002	238304.0000	3	3	3	NULL	NULL	NULL
00385	2002	9167000.0000	218	321	303	NULL	NULL	NULL
DA15 	1997	67484017.0000	624	624	406	NULL	NULL	NULL
47PK12	2018	1338163.0311	102	102	82	NULL	NULL	NULL
FA8122	2018	191100844.7394	214	277	144	NULL	NULL	NULL
UZ800	2015	3150224.9600	216	249	206	NULL	NULL	NULL
W5K9FH	2011	243348142.1658	1506	1545	904	NULL	NULL	NULL
SPE8E9	2018	32090955.9346	3207	3210	3077	NULL	NULL	NULL
00539	2010	76486154.5028	569	616	483	NULL	NULL	NULL
SPM430	2007	1818425.0000	127	127	109	NULL	NULL	NULL
RA11F	1997	50558165.0000	123	123	81	NULL	NULL	NULL
FA8650	2005	0.0000	0	4	4	NULL	NULL	NULL
BN208	1995	1021751.0000	11	11	8	NULL	NULL	NULL
QA000	2010	13521174.9859	373	372	287	NULL	NULL	NULL
LO100	2010	2559870.6699	875	115	113	NULL	NULL	NULL
15B400	2018	128164.3496	16	17	17	NULL	NULL	NULL
3TA03 	1991	40966000.0000	NULL	352	171	NULL	NULL	NULL
W912JY	2007	1013496.2031	72	72	46	NULL	NULL	NULL
9327	2015	1461216.6619	35	44	35	NULL	NULL	NULL
3RC02 	1991	21200000.0000	NULL	119	64	NULL	NULL	NULL
00688	2016	61659675.1845	2381	843	734	NULL	NULL	NULL
128241	2018	457694.0197	336	338	331	NULL	NULL	NULL
JA705	2015	70037.8700	11	13	10	NULL	NULL	NULL
SPM8EE	2010	18114600.4707	774	779	779	NULL	NULL	NULL
0004 	1998	24025012.0000	180	180	123	NULL	NULL	NULL
PF000	2012	3049580.5912	191	202	152	NULL	NULL	NULL
FERC1	2004	4894429.2969	31	32	25	NULL	NULL	NULL
FA4600	2004	112286.0000	2	2	2	NULL	NULL	NULL
W911S1	2006	149842539.0000	1683	1719	1378	NULL	NULL	NULL
W91YTV	2017	-5379682.9454	4	4	3	NULL	NULL	NULL
DEASO	2008	487597.2090	99	99	78	NULL	NULL	NULL
83A7	2006	951240.8787	25	26	26	NULL	NULL	NULL
N32398	2014	10016261.2599	431	431	329	NULL	NULL	NULL
EE472	2010	354610.8203	51	51	47	NULL	NULL	NULL
3395	2013	2461322.3157	223	232	183	NULL	NULL	NULL
00762	2004	117837411.0000	50	57	53	NULL	NULL	NULL
FA9101	2004	94279.3984	1	1	1	NULL	NULL	NULL
WL000	2010	1647934.6544	144	144	111	NULL	NULL	NULL
45LE	2016	203507.0400	37	37	30	NULL	NULL	NULL
0295	2015	6606.0000	2	2	2	NULL	NULL	NULL
N62385	2011	1916214.1990	360	360	358	NULL	NULL	NULL
JC006	2016	63286238.0000	41	41	22	NULL	NULL	NULL
MT070	2008	837761.5780	106	106	92	NULL	NULL	NULL
SPE601	2017	31756506.3414	3672	3801	2562	NULL	NULL	NULL
00610S	2010	7909837.1145	548	548	548	NULL	NULL	NULL
00539	2012	68434002.5988	1260	1209	1035	NULL	NULL	NULL
CC001	2007	64473895.2916	641	734	598	NULL	NULL	NULL
00757	2008	26176754.2666	338	363	290	NULL	NULL	NULL
8173	2006	9529777.7784	85	129	118	NULL	NULL	NULL
N33011	2016	509211.7705	18	18	14	NULL	NULL	NULL
FA8650	2008	1127594321.3298	4656	4738	2170	NULL	NULL	NULL
S2101A	2012	-36544998.5041	916	920	865	NULL	NULL	NULL
W912EQ	2012	92450890.4251	1581	1650	1275	NULL	NULL	NULL
00003	2008	213429195.7364	628	643	349	NULL	NULL	NULL
SPM100	2016	204469.5100	31	31	31	NULL	NULL	NULL
W912HN	2018	461268176.5504	877	981	675	NULL	NULL	NULL
N66753	2010	1638957.3906	5	5	2	NULL	NULL	NULL
UT000	2015	12775809.1294	495	493	281	NULL	NULL	NULL
21451	2015	61516572.7485	4614	4748	4027	NULL	NULL	NULL
15M500	2017	1054319.4678	310	355	283	NULL	NULL	NULL
BD401	1995	2597004.0000	18	18	5	NULL	NULL	NULL
00055	2008	282840.7511	38	38	38	NULL	NULL	NULL
WY030	2016	213108.9404	46	46	30	NULL	NULL	NULL
W912D2	2016	36087990.8313	263	271	175	NULL	NULL	NULL
SCHPA	2009	6306657.2433	411	411	408	NULL	NULL	NULL
N63134	2010	490533.6107	32	32	30	NULL	NULL	NULL
FA4621	2004	0.0000	3	3	3	NULL	NULL	NULL
3406	2007	256056.7699	257	257	257	NULL	NULL	NULL
M00263	2004	12360.0000	2	5	5	NULL	NULL	NULL
BL400	2004	11647954.0000	77	77	77	NULL	NULL	NULL
FA8814	2010	57918916.8438	43	44	12	NULL	NULL	NULL
21203	2004	3551192.0000	27	29	26	NULL	NULL	NULL
15JA36	2018	168992.1201	35	35	25	NULL	NULL	NULL
N63102	2014	684004.5000	87	87	87	NULL	NULL	NULL
WR000	2007	3223468.4574	57	57	43	NULL	NULL	NULL
GY200	2012	1879834.5928	90	90	86	NULL	NULL	NULL
AC26 	1997	26799931.0000	216	216	107	NULL	NULL	NULL
3K84	2007	1211657.2125	67	67	67	NULL	NULL	NULL
SPETA6	2018	14244761.0329	1557	1557	1432	NULL	NULL	NULL
AA432	1996	26909099.0000	9	9	8	NULL	NULL	NULL
WE400	1995	6991895.0000	111	111	61	NULL	NULL	NULL
UA00A	2004	32574928.0000	339	345	278	NULL	NULL	NULL
FA8615	2010	1071555974.3946	299	300	90	NULL	NULL	NULL
04384	2002	3413000.0000	65	65	63	NULL	NULL	NULL
PS470	2013	291173.4300	7	28	23	NULL	NULL	NULL
ASAJC4	2011	163126605.0000	169	169	27	NULL	NULL	NULL
F2974	2000	2491589.0000	38	38	26	NULL	NULL	NULL
30605	2015	4899597.9353	305	323	262	NULL	NULL	NULL
CT200	2012	342904.3669	31	31	31	NULL	NULL	NULL
72HCTM	2018	1058733.7307	79	79	71	NULL	NULL	NULL
9A13	2016	1574182.1400	99	104	96	NULL	NULL	NULL
W912P6	2010	124265534.3063	324	344	173	NULL	NULL	NULL
W91238	2004	0.0000	0	3	3	NULL	NULL	NULL
W912PA	2006	33990300.2800	5213	1452	1122	NULL	NULL	NULL
05G0	2011	123784.2617	8	8	7	NULL	NULL	NULL
00039	2014	1435725.3700	219	296	236	NULL	NULL	NULL
FA8609	2018	2311779392.7500	24	27	5	NULL	NULL	NULL
DU204	2015	481642722.3500	374	447	265	NULL	NULL	NULL
GY03 	1998	6370149.0000	33	33	26	NULL	NULL	NULL
NI500	2009	8089714.0397	661	292	291	NULL	NULL	NULL
N62470	2015	264065700.3996	906	1032	733	NULL	NULL	NULL
W912PL	2005	373075255.0000	1219	1247	595	NULL	NULL	NULL
KZ100	2004	1010861.0000	11	11	10	NULL	NULL	NULL
00656	2006	9929964.1964	145	174	172	NULL	NULL	NULL
DEAWE	2011	802623.6727	56	56	38	NULL	NULL	NULL
285X00	2009	139287.5781	3	3	1	NULL	NULL	NULL
000SE	2014	459372.7500	7	7	7	NULL	NULL	NULL
00659P	2007	3753497.9826	20773	8767	8767	NULL	NULL	NULL
N00168	2013	73482241.8414	3007	3007	2497	NULL	NULL	NULL
OR030	2002	29000.0000	1	1	1	NULL	NULL	NULL
00065	2014	21585886.9786	385	402	281	NULL	NULL	NULL
ZA24 	1996	195698.0000	6	6	6	NULL	NULL	NULL
1484	2003	22235.0000	2	2	2	NULL	NULL	NULL
00272	2011	925526015.9813	2802	2928	2356	NULL	NULL	NULL
ELC00	2009	2470682.6173	120	120	104	NULL	NULL	NULL
TH000	2002	431003.0000	30	33	27	NULL	NULL	NULL
QM000	2015	909399.4756	58	58	45	NULL	NULL	NULL
61203	2012	11166715.4526	772	797	632	NULL	NULL	NULL
2C2477	1993	188874641.0000	NULL	822	522	NULL	NULL	NULL
2C31	2009	-121641.1205	103	123	98	NULL	NULL	NULL
RA10A	1995	125138704.0000	893	893	484	NULL	NULL	NULL
N61963	2009	0.0000	0	2	1	NULL	NULL	NULL
N00025	2015	9251856.0700	19	22	9	NULL	NULL	NULL
N00167	2008	307117513.5981	2378	2409	1409	NULL	NULL	NULL
2BN861	1991	9552000.0000	NULL	40	10	NULL	NULL	NULL
56A1	2012	3305202.5617	62	79	59	NULL	NULL	NULL
RS301	2001	18891000.0000	228	243	205	NULL	NULL	NULL
N63315	2013	1190631.0000	6	6	4	NULL	NULL	NULL
AM01 	1995	121348199.0000	372	372	159	NULL	NULL	NULL
00402S	2008	1058274.3711	886	886	886	NULL	NULL	NULL
ID950	2005	3535426.1984	424	442	341	NULL	NULL	NULL
84M8	2003	1458418.7500	20	20	15	NULL	NULL	NULL
F9999	2003	1178775519.0000	992	1016	657	NULL	NULL	NULL
FA2816	2012	48763430.0769	708	398	312	NULL	NULL	NULL
AA000	2014	223687612.1955	685	693	484	NULL	NULL	NULL
M67004	2008	363526952.1005	2806	2875	2064	NULL	NULL	NULL
000AB	2006	115000.0000	1	1	1	NULL	NULL	NULL
N68546	2013	2412049.8503	136	136	114	NULL	NULL	NULL
FA8617	2014	337124389.9600	139	145	17	NULL	NULL	NULL
00004	2010	53486524.2137	1809	1830	1462	NULL	NULL	NULL
FA8103	2006	336050421.2402	2008	2128	1860	NULL	NULL	NULL
15JA79	2017	374623.8598	63	63	45	NULL	NULL	NULL
SPM7M8	2013	76272574.7643	4376	4397	4181	NULL	NULL	NULL
GT000	2015	0.0000	2	2	2	NULL	NULL	NULL
W56ZTN	2015	64640394.6483	603	658	445	NULL	NULL	NULL
M67004	2015	318974384.0206	1916	2053	1286	NULL	NULL	NULL
RA11S	1996	48204673.0000	210	210	42	NULL	NULL	NULL
51705	2015	5182634.3630	438	447	308	NULL	NULL	NULL
40000	2014	39154682.5798	1151	1195	892	NULL	NULL	NULL
2JA102	1992	127721000.0000	NULL	565	323	NULL	NULL	NULL
WY060	2015	472439.0700	38	38	32	NULL	NULL	NULL
GE75	2001	73801516.0000	212	214	191	NULL	NULL	NULL
31603	2012	10271396.2341	620	625	492	NULL	NULL	NULL
00306	2008	1270859.5940	49	49	39	NULL	NULL	NULL
N3597A	2011	245136.0576	8	8	8	NULL	NULL	NULL
TU150	2016	5729463.2705	336	399	331	NULL	NULL	NULL
FA4497	2015	41126835.0923	804	621	423	NULL	NULL	NULL
W912LN	2013	12967901.4944	601	627	497	NULL	NULL	NULL
64KY	2008	150333.6699	146	143	92	NULL	NULL	NULL
00017	2006	6000.0000	4	9	9	NULL	NULL	NULL
MS087	2016	67858.2800	29	29	15	NULL	NULL	NULL
SP100	2010	186404.0000	64	29	29	NULL	NULL	NULL
CW29	2000	236418108.0000	639	639	300	NULL	NULL	NULL
2WA10M	1993	17652904.0000	NULL	148	103	NULL	NULL	NULL
00597	2009	660100.5957	9	9	9	NULL	NULL	NULL
43N9	2013	9974666.3918	138	233	65	NULL	NULL	NULL
N00173	2011	623399902.8030	5628	5653	3904	NULL	NULL	NULL
GU50	2004	93619448.0000	382	382	210	NULL	NULL	NULL
00291	2010	6810809.1001	10	10	7	NULL	NULL	NULL
GB000	2004	139538293.3608	479	481	143	NULL	NULL	NULL
SPEFA5	2018	6110162.6766	2186	2186	1871	NULL	NULL	NULL
N32253	2017	92533424.8827	270	286	87	NULL	NULL	NULL
ID304	2015	19485.4800	4	4	3	NULL	NULL	NULL
15F073	2018	7124947.5156	722	723	653	NULL	NULL	NULL
GCMS	2009	57137556.6910	478	503	274	NULL	NULL	NULL
PC50	2003	138172422.3101	925	956	840	NULL	NULL	NULL
00084	2005	5851493.0390	11	75	26	NULL	NULL	NULL
00020	2016	1649826732.4273	3315	3537	2537	NULL	NULL	NULL
N00207	2014	103270.2300	13	13	13	NULL	NULL	NULL
35000	2009	5766880.3660	91	91	82	NULL	NULL	NULL
OPIC	2014	903521.0000	6	7	6	NULL	NULL	NULL
NA40C	1998	239787.0000	4	4	3	NULL	NULL	NULL
N62649	2014	123039434.1952	2714	2831	2125	NULL	NULL	NULL
BW10C	2001	183113815.3828	621	626	305	NULL	NULL	NULL
51A8	2003	3528.0000	1	1	1	NULL	NULL	NULL
USA52	2015	54515.9600	3	3	3	NULL	NULL	NULL
00037	2013	1038650.9809	190	190	157	NULL	NULL	NULL
OIGNO	2007	7322113.5741	139	143	112	NULL	NULL	NULL
HQ0276	2018	1162048622.3126	208	209	17	NULL	NULL	NULL
	2003	0.0000	0	1	1	NULL	NULL	NULL
SPM5AC	2017	-60622.7500	3	3	2	NULL	NULL	NULL
CV000	2001	186643000.0000	1259	1338	1338	NULL	NULL	NULL
04384	2001	3941000.0000	93	93	86	NULL	NULL	NULL
SSU01A	2011	-51728.5788	4	4	4	NULL	NULL	NULL
109	2008	3399499.6417	115	113	98	NULL	NULL	NULL
SPM760	2007	22087071.0000	1407	1638	1460	NULL	NULL	NULL
	2003	2903850.0000	0	10	10	NULL	NULL	NULL
W91GFB	2008	63094044.7614	848	504	504	NULL	NULL	NULL
GC20	2002	311591659.0000	1724	1752	1234	NULL	NULL	NULL
W91260	2017	220059932.3416	706	730	351	NULL	NULL	NULL
40200 	1991	128240000.0000	NULL	911	148	NULL	NULL	NULL
S3309A	2009	1346214.0000	4	4	4	NULL	NULL	NULL
N62119	2017	0.0000	0	6	6	NULL	NULL	NULL
AA423	1999	56975858.0000	13	13	5	NULL	NULL	NULL
GS03	2002	104559432.0000	607	618	278	NULL	NULL	NULL
W912UM	2009	247421094.8394	975	979	547	NULL	NULL	NULL
	2003	2875767.0000	10	20	13	NULL	NULL	NULL
A8005	1996	4999988.0000	15	15	12	NULL	NULL	NULL
SPE4A4	2016	197293886.4511	22673	22673	21070	NULL	NULL	NULL
SPM2D1	2013	296720292.6854	1924	1945	1939	NULL	NULL	NULL
N68358	2015	29013.5000	4	29	29	NULL	NULL	NULL
SPM475	2009	10780.0000	1	1	1	NULL	NULL	NULL
09JHA	2002	3173000.0000	73	73	31	NULL	NULL	NULL
PQ000	2003	8511000.0000	26	29	29	NULL	NULL	NULL
VK707	2001	455982.0000	3	3	2	NULL	NULL	NULL
MSPB	2012	3729395.9851	292	297	157	NULL	NULL	NULL
NU700	2005	312058.4199	6	6	6	NULL	NULL	NULL
00263	2003	566246947.0000	2114	3108	2705	NULL	NULL	NULL
30103	2009	11979666.2396	622	624	577	NULL	NULL	NULL
FA8208	2007	84668972.1992	131	132	116	NULL	NULL	NULL
4310	2005	1903649.9470	25	30	25	NULL	NULL	NULL
WA40F	2002	2016297.0000	30	34	33	NULL	NULL	NULL
FA4801	2015	59448621.4873	1053	977	701	NULL	NULL	NULL
NA300	2008	797138.6607	309	34	34	NULL	NULL	NULL
3QA02 	1991	752851000.0000	NULL	2128	118	NULL	NULL	NULL
W91QUZ	2010	2210057712.6189	2946	3306	1358	NULL	NULL	NULL
MA08 	1999	4511240.0000	48	48	18	NULL	NULL	NULL
GD20 	1996	104425041.0000	647	647	320	NULL	NULL	NULL
W912C3	2005	15484964.0000	395	404	343	NULL	NULL	NULL
W560MY	2013	1299196330.6475	1422	1480	975	NULL	NULL	NULL
MA22	2001	7829635.0000	54	55	35	NULL	NULL	NULL
8156	2011	122594.8200	15	15	15	NULL	NULL	NULL
00029	2008	36314599.0580	150	150	51	NULL	NULL	NULL
00766	2008	461152692.2345	23	23	23	NULL	NULL	NULL
40900 	1992	193586000.0000	NULL	2068	1632	NULL	NULL	NULL
HC1047	2011	677346801.0512	2387	2413	1383	NULL	NULL	NULL
00004	2013	43571959.7336	1939	2004	1558	NULL	NULL	NULL
FA8615	2011	1222393820.9640	275	275	77	NULL	NULL	NULL
00687	2010	2696580.7076	12	12	12	NULL	NULL	NULL
FA8672	2012	294863701.5594	93	95	30	NULL	NULL	NULL
20507	2011	40199322.2938	863	879	649	NULL	NULL	NULL
JB03	2002	267414641.0000	1958	2000	1795	NULL	NULL	NULL
NV020	2004	299291.0000	37	42	31	NULL	NULL	NULL
7217	2011	36831254.2632	255	274	204	NULL	NULL	NULL
MSHAM	2009	23786718.1453	984	985	576	NULL	NULL	NULL
36P260	2017	24737128.2595	1803	1829	1520	NULL	NULL	NULL
50211	2009	30873645.9136	794	802	644	NULL	NULL	NULL
HK300	2006	4338336.6316	1689	223	223	NULL	NULL	NULL
124670	2018	12243449.6048	595	652	487	NULL	NULL	NULL
NA10E	1995	9089381.0000	127	127	81	NULL	NULL	NULL
FM964	2010	293155.8211	45	45	37	NULL	NULL	NULL
1CA63 	1991	86260000.0000	NULL	468	175	NULL	NULL	NULL
SP4700	2009	17227305.8133	52	55	26	NULL	NULL	NULL
RA11K	1998	14126373.0000	103	103	81	NULL	NULL	NULL
N62298	2018	48682.0000	13	13	13	NULL	NULL	NULL
CA17	2004	48230899.0000	96	96	57	NULL	NULL	NULL
W912PP	2016	153765545.4045	849	875	518	NULL	NULL	NULL
BW14A	2000	211454910.0000	827	827	203	NULL	NULL	NULL
00200	2001	98000.0000	1	1	1	NULL	NULL	NULL
N39163	2017	503194.8792	66	66	56	NULL	NULL	NULL
84ME	2010	20510.9902	8	8	8	NULL	NULL	NULL
00564	2016	2689783.4608	41	43	32	NULL	NULL	NULL
VL000	2004	630779.5809	58	59	51	NULL	NULL	NULL
PB000	2009	964403.4290	113	117	91	NULL	NULL	NULL
W9098S	2012	102577271.2433	1844	1965	1578	NULL	NULL	NULL
OAKLA	2007	299939.0000	7	7	7	NULL	NULL	NULL
00621S	2009	16311784.6859	10719	10717	10717	NULL	NULL	NULL
MS089	2016	335248.1100	35	37	19	NULL	NULL	NULL
140A04	2018	4992880.3646	383	476	317	NULL	NULL	NULL
N44255	2008	323424197.0368	2226	1772	1179	NULL	NULL	NULL
70Z0G1	2017	31268308.7619	183	229	158	NULL	NULL	NULL
00531	2005	36918531.8620	564	595	595	NULL	NULL	NULL
19TC12	2018	2332270.6704	161	168	139	NULL	NULL	NULL
2JA124	1992	18316969.0000	NULL	145	130	NULL	NULL	NULL
1204GG	2017	1396849.5701	158	163	138	NULL	NULL	NULL
WA30J	1997	149816382.0000	211	211	54	NULL	NULL	NULL
VE300	2010	2273125.1333	514	118	116	NULL	NULL	NULL
0010X	2005	83699273.9300	659	659	562	NULL	NULL	NULL
02NV	2007	2665060.2971	125	132	115	NULL	NULL	NULL
W91QF5	2018	144529365.7021	479	508	360	NULL	NULL	NULL
FA8681	2010	352123933.8388	342	353	126	NULL	NULL	NULL
W912PA	2007	19750533.0343	1263	1210	1004	NULL	NULL	NULL
6333	2009	53307.5998	26	26	26	NULL	NULL	NULL
F7400	1998	7406665.0000	90	90	67	NULL	NULL	NULL
M00681	2001	0.0000	0	4	4	NULL	NULL	NULL
00060	2009	63150780.8714	153	180	127	NULL	NULL	NULL
SPM8EB	2008	16682578.0000	855	839	839	NULL	NULL	NULL
N68994	2012	165675.6399	34	40	40	NULL	NULL	NULL
EE450	2004	47191017.8758	434	437	276	NULL	NULL	NULL
00575S	2007	2083801.7945	1817	1817	1817	NULL	NULL	NULL
05GG	2013	3929464.9867	171	196	149	NULL	NULL	NULL
FA8250	2009	5937323.8038	105	116	105	NULL	NULL	NULL
HH000	2005	38478007.2214	686	1039	646	NULL	NULL	NULL
N83447	2009	33664.3604	3	3	3	NULL	NULL	NULL
720115	2018	62033445.1291	67	68	50	NULL	NULL	NULL
20020	2006	427006.4149	56	63	41	NULL	NULL	NULL
00553	2007	28997110.7517	235	257	253	NULL	NULL	NULL
00671S	2009	50881579.7949	19023	19023	19023	NULL	NULL	NULL
N62742	2017	542279625.1154	791	856	596	NULL	NULL	NULL
CA595	2008	44033.1796	3	3	3	NULL	NULL	NULL
3198	2005	27821138.4340	94	96	82	NULL	NULL	NULL
0114	2015	7096.0000	2	2	2	NULL	NULL	NULL
SA7081	2009	10389759.5617	736	712	481	NULL	NULL	NULL
15UPH0	2018	3026.0000	1	2	2	NULL	NULL	NULL
FA8052	2014	182601231.3279	901	956	550	NULL	NULL	NULL
61704	2010	11688145.5416	385	402	385	NULL	NULL	NULL
HA35	2001	8798746.0000	77	78	75	NULL	NULL	NULL
GE39	2003	66049410.0000	115	115	76	NULL	NULL	NULL
0500	2003	936743275.0000	9513	9706	9602	NULL	NULL	NULL
N69250	2008	100478277.2171	986	990	396	NULL	NULL	NULL
00580S	2008	61244254.2371	16141	16141	16140	NULL	NULL	NULL
00062	2006	517770.6710	58	58	50	NULL	NULL	NULL
TS800	2016	2398003.8097	309	361	291	NULL	NULL	NULL
2TL515	1993	2290417.0000	NULL	22	18	NULL	NULL	NULL
BMTTX	2014	3963598.2600	258	241	241	NULL	NULL	NULL
OFMA6	2002	3176000.0000	14	16	8	NULL	NULL	NULL
54A7	2009	883422.1487	115	115	94	NULL	NULL	NULL
2UB901	1991	2252000.0000	NULL	12	3	NULL	NULL	NULL
N00168	2009	38433382.6696	1949	1940	1564	NULL	NULL	NULL
NM010	2004	32387.2196	11	11	3	NULL	NULL	NULL
00247	2015	435494500.6212	14247	6707	5907	NULL	NULL	NULL
USSAH	2002	8854000.0000	39	40	22	NULL	NULL	NULL
00006	2006	17270296.5100	1772	1803	1484	NULL	NULL	NULL
SPM5E7	2014	17573117.8600	1433	1433	1344	NULL	NULL	NULL
00028	2011	60687990.7731	107	110	51	NULL	NULL	NULL
AA08 	1995	63763464.0000	318	318	189	NULL	NULL	NULL
00604	2009	8943695.4388	154	154	75	NULL	NULL	NULL
7D09	2013	436799.6095	59	59	54	NULL	NULL	NULL
75N94C	2017	4269459.5530	27	27	22	NULL	NULL	NULL
S0605A	2014	-6252950.6600	29	29	29	NULL	NULL	NULL
19SF20	2018	1092316.2029	110	110	88	NULL	NULL	NULL
3K09	2008	6420.0000	3	3	3	NULL	NULL	NULL
0001U	2013	6788.6401	1	1	1	NULL	NULL	NULL
VL000	2011	2570730.9275	108	109	62	NULL	NULL	NULL
00234	2005	3047072.0000	2	3	3	NULL	NULL	NULL
N00950	2015	694008.6600	52	52	52	NULL	NULL	NULL
N3426B	2015	843176.1200	8	8	4	NULL	NULL	NULL
FA9401	2006	102488202.0000	1685	690	524	NULL	NULL	NULL
CCO00	2005	218266080.1385	1955	2025	835	NULL	NULL	NULL
91V9	2014	1017269.5700	151	170	136	NULL	NULL	NULL
H92243	2015	-17783.2100	6	6	6	NULL	NULL	NULL
RG529	2000	27374001.0000	271	271	26	NULL	NULL	NULL
2MB10A	1992	577567472.0000	NULL	804	364	NULL	NULL	NULL
N50054	2013	999110407.5760	3526	3600	974	NULL	NULL	NULL
52KJ	2014	649444.3296	83	83	72	NULL	NULL	NULL
00005	2001	394000.0000	7	7	7	NULL	NULL	NULL
E3220	2001	121014083.5400	456	464	228	NULL	NULL	NULL
140P20	2017	243446274.7395	1059	1084	803	NULL	NULL	NULL
